Word,Pinyin,Translation,Sentence,Sentence Pinyin,Sentence Translation
存在,cúnzài,"to exist, to be; existence, subsistence",你的工作存在不少问题。,Nǐ de gōngzuò cúnzài bùshǎo wèntí.,There are many problems with your work.
存在,cúnzài,"to exist, to be; existence, subsistence",矛盾一直存在。,Máodùn yìzhí cúnzài.,The contradiction continues to persist.
造成,zàochéng,"to cause, to make, to create",污染对环境造成了破坏。,Wūrǎn duì huánjìng zàochéngle pòhuài.,Pollution has caused damage to the environment.
造成,zàochéng,"to cause, to make, to create",这个错误造成了严重的后果。,Zhège cuòwù zàochéngle yánzhòng de hòuguǒ.,The mistake resulted in serious consequences.
范围,fànwéi,"scope, range, limits",公司的经营范围很广。,Gōngsī de jīngyíng fànwéi hěn guǎng.,The company's business operations are broad in scope.
范围,fànwéi,"scope, range, limits",这不在我们的研究范围之内。,Zhè bú zài wǒmen de yánjiū fànwéi zhīnèi.,This isn't within our scope of research.
参与,cānyù,"to participate in, to involve oneself in",我参与了这次活动。,Wǒ cānyùle zhè cì huódòng.,I participated in this activity.
参与,cānyù,"to participate in, to involve oneself in",你们的事我不参与。,Nǐmen de shì wǒ bù cānyù.,I don't want to be involved in any of your affairs.
处理,chǔlǐ,"to handle, to deal with; processing",让我来处理这件事。,Ràng wǒ lái chǔlǐ zhè jiàn shì.,Let me handle this.
处理,chǔlǐ,"to handle, to deal with; processing",工厂在对商品进行加工处理。,Gōngchǎng zài duì shāngpǐn jìnxíng jiāgōng chǔlǐ.,The factory is processing the goods.
笑,xiào,"to laugh, to smile",你们在笑什么？,Nǐmen zài xiào shénme?,What are you laughing at?
笑,xiào,"to laugh, to smile",大家笑得很开心。,Dàjiā xiào de hěn kāixīn.,Everybody is laughing happily.
则,zé,"then, in that case; counter for written items",不反对则表示同意。,Bù fǎnduì zé biǎoshì tóngyì.,Not objecting is a sign of agreement.
则,zé,"then, in that case; counter for written items",你看这则新闻。,Nǐ kàn zhè zé xīnwén.,Take a look at this news.
投资,tóuzī,to invest; investment,他投资失败了。,Tā tóuzī shībài le.,His investment was a failure.
投资,tóuzī,to invest; investment,政府加大了教育投资。,Zhèngfǔ jiādàle jiàoyù tóuzī.,The government has increased investment in education.
规定,guīdìng,"to stipulate, to prescribe, to fix; provision, rule",公司规定不能迟到。,Gōngsī guīdìng bù néng chídào.,The company rules state that employees must not be late.
规定,guīdìng,"to stipulate, to prescribe, to fix; provision, rule",部门制定了新规定。,Bùmén zhìdìngle xīn guīdìng.,The department has established new rules.
推广,tuīguǎng,"to popularize, to spread",政府要求推广农业。,Zhèngfǔ yāoqiú tuīguǎng nóngyè.,The government requested the promotion of agriculture.
推广,tuīguǎng,"to popularize, to spread",他们在推广管理经验。,Tāmen zài tuīguǎng guǎnlǐ jīngyàn.,They are promoting their management experience.
民族,mínzú,"nationality, people, ethnic group",这里居住着多个民族的人。,Zhèlǐ jūzhùzhe duō gè mínzú de rén.,People from many nationalities are living here.
民族,mínzú,"nationality, people, ethnic group",这个民族有他们自己的语言。,Zhège mínzú yǒu tāmen zìjǐ de yǔyán.,This ethnic group has its own language.
制度,zhìdù,"system, institution, rules",请按制度办事。,Qǐng àn zhìdù bànshì.,Please act according to the rules.
制度,zhìdù,"system, institution, rules",公司的管理制度有问题。,Gōngsī de guǎnlǐ zhìdù yǒu wèntí.,The company's management system has problems.
对于,duìyú,"regarding, about, to, for",对于电脑我一点也不懂。,Duìyú diànnǎo wǒ yìdiǎn yě bù dǒng.,I know nothing about computers.
对于,duìyú,"regarding, about, to, for",这个问题对于我很简单。,Zhège wèntí duìyú wǒ hěn jiǎndān.,This problem is quite simple for me.
按照,ànzhào,according to,请按照我说的做。,Qǐng ànzhào wǒ shuō de zuò.,Do as I say.
按照,ànzhào,according to,一切都按照计划进行。,Yíqiè dōu ànzhào jìhuà jìnxíng.,Everything is underway according to plan.
生,shēng,"to give birth to, to bear; unripe, raw, unfamiliar",她生了一个女孩。,Tā shēngle yí ge nǚhái.,She gave birth to a girl.
生,shēng,"to give birth to, to bear; unripe, raw, unfamiliar",生肉不能吃。,Shēngròu bù néng chī.,You can't eat raw meat.
死,sǐ,"to die, to pass away",他病死了。,Tā bìngsǐ le.,He died of illness.
死,sǐ,"to die, to pass away",他被车撞死了。,Tā bèi chē zhuàngsǐ le.,He was killed by a car.
达到,dádào,"to achieve, to reach, to attain",目标达到了。,Mùbiāo dádào le.,The aim has been achieved.
达到,dádào,"to achieve, to reach, to attain",我达到目的了。,Wǒ dádào mùdì le.,I achieved the goal.
报道,bàodào,to report; news report,电视正在报道新闻。,Diànshì zhèngzài bàodào xīnwén.,The news is being reported on TV.
报道,bàodào,to report; news report,记者在做现场报道。,Jìzhě zài zuò xiànchǎng bàodào.,The reporter is doing a live report.
地,dì,"land, ground, floor",地上有一本书。,Dìshàng yǒu yì běn shū.,There's a book on the floor.
地,dì,"land, ground, floor",我坐在地上。,Wǒ zuò zài dìshang.,I'm sitting on the ground.
调查,diàochá,"to investigate, to survey; investigation, survey",我马上去调查这件事。,Wǒ mǎshàng qù diàochá zhè jiàn shì.,I'll investigate this incident right away.
调查,diàochá,"to investigate, to survey; investigation, survey",我们在做市场调查。,Wǒmen zài zuò shìchǎng diàochá.,We are doing a market survey.
正式,zhèngshì,"formal, official, regular",他成为了正式员工。,Tā chéngwéile zhèngshì yuángōng.,He became a regular employee.
正式,zhèngshì,"formal, official, regular",比赛正式开始了。,Bǐsài zhèngshì kāishǐ le.,The game officially began.
数,shù,number; a few,公司的员工人数是多少？,Gōngsī de yuángōng rénshù shì duōshao?,How many employees does the company have?
数,shù,number; a few,少数人回家了。,Shǎoshù rén huíjiā le.,A few people went home.
全面,quánmiàn,"all-round, comprehensive, overall",我们已经对市场做了全面的分析和研究。,Wǒmen yǐjīng duì shìchǎng zuòle quánmiàn de fēnxī hé yánjiū.,We have already conducted an overall analysis and research on the market.
全面,quánmiàn,"all-round, comprehensive, overall",经济得到了全面发展。,Jīngjì dédàole quánmiàn fāzhǎn.,The economy has achieved full development.
同时,tóngshí,at the same time,我们同时到家。,Wǒmen tóngshí dào jiā.,We both got home at the same time.
同时,tóngshí,at the same time,他们同时走了。,Tāmen tóngshí zǒu le.,They left at the same time.
麻烦,máfan,"to trouble, to bother; troublesome, inconvenient",我不想麻烦你。,Wǒ bù xiǎng máfan nǐ.,I don't want to bother you.
麻烦,máfan,"to trouble, to bother; troublesome, inconvenient",这件事有点麻烦。,Zhè jiàn shì yǒudiǎn máfan.,This is a little troublesome.
字典,zìdiǎn,"dictionary, character dictionary",我正在查字典。,Wǒ zhèngzài chá zìdiǎn.,I'm consulting the dictionary.
字典,zìdiǎn,"dictionary, character dictionary",她手上拿着字典。,Tā shǒu shang názhe zìdiǎn.,She is holding a dictionary in her hands.
条件,tiáojiàn,"conditions, term, requirement",这里的生活条件很好。,Zhèlǐ de shēnghuó tiáojiàn hěn hǎo.,The living conditions here are very good.
条件,tiáojiàn,"conditions, term, requirement",那里的工作条件怎样？,Nàlǐ de gōngzuò tiáojiàn zěnyàng?,How are the work conditions there?
办,bàn,"to do, to handle, to manage",他出门办事。,Tā chūmén bànshì.,He went out to take care of some errands.
办,bàn,"to do, to handle, to manage",这里9点开始办公。,Zhèlǐ jiǔ diǎn kāishǐ bàngōng.,Work begins at 9:00 here.
满意,mǎnyì,"satisfied, pleased",他对结果很满意。,Tā duì jiéguǒ hěn mǎnyì.,He is very satisfied with the results.
满意,mǎnyì,"satisfied, pleased",我们很满意这次的旅行。,Wǒmen hěn mǎnyì zhè cì de lǚxíng.,We are very satisfied with this trip.
出版,chūbǎn,"to publish, to issue; publication",我想出版一本书。,Wǒ xiǎng chūbǎn yì běn shū.,I want to publish a book.
出版,chūbǎn,"to publish, to issue; publication",这是出版说明。,Zhè shì chūbǎn shuōmíng.,This is the publication's description.
份,fèn,"portion, part; counter for copies",这次公司旅游没你的份。,Zhè cì gōngsī lǚyóu méi nǐ de fèn.,You are not part of the group going on the company trip this time.
份,fèn,"portion, part; counter for copies",请给我一份报纸。,Qǐng gěi wǒ yí fèn bàozhǐ.,Please give me a newspaper.
成果,chéngguǒ,"achievement, result",她的研究很有成果。,Tā de yánjiū hěn yǒu chéngguǒ.,Her research has been fruitful.
成果,chéngguǒ,"achievement, result",这是我们的研究成果。,Zhè shì wǒmen de yánjiū chéngguǒ.,This is the result of our research.
受到,shòudào,"to receive, to suffer, to be given",球队受到了热烈欢迎。,Qiúduì shòudàole rèliè huānyíng.,The team received a warm welcome.
受到,shòudào,"to receive, to suffer, to be given",我们的工作没有受到影响。,Wǒmen de gōngzuò méiyǒu shòudào yǐngxiǎng.,Our work was not affected.
之后,zhīhòu,"after, afterward; later",放学之后我们一起回家。,Fàngxué zhīhòu wǒmen yìqǐ huíjiā.,Let's go home together after school.
之后,zhīhòu,"after, afterward; later",我喜欢晚饭之后去散步。,Wǒ xǐhuan wǎnfàn zhīhòu qù sànbù.,I like to go for walks after supper.
片,piàn,counter for slices or pieces,地上有一片树叶。,Dìshang yǒu yí piàn shùyè.,There is a leaf on the ground.
片,piàn,counter for slices or pieces,她早餐吃了一片烤面包。,Tā zǎocān chīle yí piàn kǎomiànbāo.,She ate a piece of toast for breakfast.
功能,gōngnéng,"function, capability",这台手机的功能很多。,Zhè tái shǒujī de gōngnéng hěn duō.,This cell phone has a lot of functions.
功能,gōngnéng,"function, capability",这台电器有什么功能？,Zhè tái diànqì yǒu shénme gōngnéng?,What functions does this electrical appliance have?
所,suǒ,"counter for buildings; that which, passive voice particle",附近有一所学校。,Fùjìn yǒu yì suǒ xuéxiào.,There is a school nearby.
所,suǒ,"counter for buildings; that which, passive voice particle",我所知道的就是这些。,Wǒ suǒ zhīdào de jiùshì zhèxiē.,That is all that I know.
脚,jiǎo,foot,我的脚很痛。,Wǒ de jiǎo hěn tòng.,My feet hurt badly.
脚,jiǎo,foot,他的脚受伤了。,Tā de jiǎo shòushāng le.,His foot was injured.
间,jiān,counter for rooms,我住这间房。,Wǒ zhù zhè jiān fáng.,I live in this room.
间,jiān,counter for rooms,那是一间卧室。,Nà shì yì jiān wòshì.,That's a bedroom.
画,huà,"painting, drawing, picture; to draw, to paint",他画了一个苹果。,Tā huàle yígè píngguǒ.,He drew an apple.
画,huà,"painting, drawing, picture; to draw, to paint",他擅长画画儿。,Tā shàncháng huàhuàr.,He is good at drawing.
作业,zuòyè,"homework, school assignment, task, work",我今天没有作业。,Wǒ jīntiān méiyǒu zuòyè.,I don't have homework today.
作业,zuòyè,"homework, school assignment, task, work",作业做完了。,Zuòyè zuòwán le.,I've finished my homework.
公园,gōngyuán,"park, public garden",我去公园跑步。,Wǒ qù gōngyuán pǎobù.,I go for walks in the park.
公园,gōngyuán,"park, public garden",我家附近有公园。,Wǒ jiā fùjìn yǒu gōngyuán.,There is a park near my house.
马上,mǎshàng,"at once, immediately",我马上出发。,Wǒ mǎshàng chūfā.,I will leave immediately.
马上,mǎshàng,"at once, immediately",这件事马上去做。,Zhè jiàn shì mǎshàng qù zuò.,Go take care of this immediately.
停止,tíngzhǐ,"to stop, to cease, to call off",生产停止了。,Shēngchǎn tíngzhǐ le.,Production was stopped.
停止,tíngzhǐ,"to stop, to cease, to call off",请停止工作。,Qǐng tíngzhǐ gōngzuò.,Please stop working.
照片,zhàopiàn,"photo, picture",这有一张照片。,Zhè yǒu yì zhāng zhàopiàn.,There's a photo here.
照片,zhàopiàn,"photo, picture",这是我小时候的照片。,Zhè shì wǒ xiǎoshíhou de zhàopiàn.,These are my childhood photos.
坏,huài,"to go bad, to spoil; bad, evil",洗衣机坏了。,Xǐyījī huài le.,The washing machine broke.
坏,huài,"to go bad, to spoil; bad, evil",这真是个坏主意。,Zhè zhēnshi gè huài zhǔyi.,This is a really bad idea.
兴趣,xìngqù,interest,我对足球很有兴趣。,Wǒ duì zúqiú hěn yǒu xìngqù.,I'm interested in playing soccer.
兴趣,xìngqù,interest,他的谈话引起了我的兴趣。,Tā de tánhuà yǐnqǐle wǒ de xìngqù.,His remarks caught my interest.
腿,tuǐ,leg,他的腿受伤了。,Tā de tuǐ shòushāng le.,He injured his leg.
腿,tuǐ,leg,椅子腿被摔坏了。,Yǐzituǐ bèi shuāihuài le.,The leg of the chair was broken.
自行车,zìxíngchē,"bicycle, bike",我骑自行车上学。,Wǒ qí zìxíngchē shàngxué.,I go to school by bike.
自行车,zìxíngchē,"bicycle, bike",我喜欢自行车运动。,Wǒ xǐhuan zìxíngchē yùndòng.,I like cycling.
睡觉,shuìjiào,"to sleep, to go to bed",10点了，该睡觉了。,"Shí diǎn le, gāi shuìjiào le.","It's ten already, so time to sleep."
睡觉,shuìjiào,"to sleep, to go to bed",我通常11点睡觉。,Wǒ tōngcháng shíyī diǎn shuìjiào.,I usually sleep at eleven o'clock.
日子,rìzi,"day, date",我很怀念当学生的日子。,Wǒ hěn huáiniàn dāng xuésheng de rìzi.,I cherish the memory of my school days very much.
日子,rìzi,"day, date",出发的日子定下来了。,Chūfā de rìzi dìng xiàlai le.,The date of departure has been decided.
上班,shàngbān,"to go to work, to be on duty",我在工厂上班。,Wǒ zài gōngchǎng shàngbān.,I work in a factory.
上班,shàngbān,"to go to work, to be on duty",他病了，没去上班。,"Tā bìng le, méi qù shàngbān.",He got sick and didn't go to work.
床,chuáng,bed,请把床摆在这里。,Qǐng bǎ chuáng bǎi zài zhèlǐ.,Please put the bed here.
床,chuáng,bed,这是我的床。,Zhè shì wǒ de chuáng.,This is my bed.
面包,miànbāo,bread,我吃了一个面包。,Wǒ chīle yígè miànbāo.,I ate a piece of bread.
